CÓDIGO,CST 00,CST 02,CST 10,CST 15,CST 20,CST 30,CST 40,CST 41,CST 50,CST 51,CST 53,CST 60,CST 61,CST 70,CST 90,DATA INÍCIO,DATA FIM,DESCRIÇÃO,DESCRIÇÃO PARA NFA-e,OBSERVAÇÃO,Contagem de caracteres
RS051620,,,,,SIM,,,,,SIM,,,,SIM,,1102016, ,"LIVRO I,23,XXI -VEICULOS AUTOMOTORES","REDUÇÃO DE BASE DE CÁLCULO - Saídas internas e importações de veículos automotores conforme Ap.II,S.III, X, e no Ap.XXII",,120
RS051623,,,,,SIM,,,,,SIM,,,,SIM,,1102016, ,"LIVRO I,23,XXIV - BLOCOS E TIJOLOS DE CONCRETO","REDUÇÃO DE BASE DE CÁLCULO - Saídas internas de blocos e tijolos de concreto para construção,NBM/SH-NCM cód.6810.11.00 ",,119
RS051624,,,,,SIM,,,,,SIM,,,,SIM,,1102016, ,"LIVRO I,23,XXV- VEICULOS DE DUAS RODAS",REDUÇÃO DE BASE DE CÁLCULO - Saídas internas e importações de veículos novos motorizados posição 8711 da NBM/SH-NCM,,115
RS051626,,,,,SIM,,,,,SIM,,,,SIM,,1102016,6122019,"LIVRO I,23,XXVII -IMP.MERC.OU BENS SOB REGIME ESP",REDUÇÃO DE BASE DE CÁLCULO - Código encerrado,,45
RS051627,,,,,SIM,,,,,SIM,,,,SIM,,1102016,1102016,"LIVRO I,23,XXVIII -EQUIP P/EMP JORN OU EDIT OU LIV",REDUÇÃO DE BASE DE CÁLCULO - Código encerrado,,45
RS051628,,,,,SIM,,,,,SIM,,,,SIM,,1102016, ,"LIVRO I,23,XXIX-MEDICAMENTOS E PROD PERFUMARIA",REDUÇÃO DE BASE DE CÁLCULO - Saídas interestaduais a contrib.por industrializador/importador de medicamentos/perfumaria ,,120
RS051629,,,,,SIM,,,,,SIM,,,,SIM,,1102016,30042024,"LIVRO I 23,XXX-EMBALAG.P/MERC.QUE COMPOEM_CESTA B",REDUÇÃO DE BASE DE CÁLCULO - Substituído pelo cód.691 a partir de 01/06/2024.,,77
RS051630,,,,,SIM,,,,,SIM,,,,SIM,,1102016, ,"LIVRO I, 23, XXXI- MEL PURO","REDUÇÃO DE BASE DE CÁLCULO - Saídas de mel puro destinadas a consumidor final, promovidas por produtor",,102
RS051631,,,,,SIM,,,,,SIM,,,,SIM,,1102016,31122026,"LIVRO I,23,XXXII-VEICULOS,MAQ,APARELHOS E CHASS",REDUÇÃO DE BASE DE CÁLCULO - Saídas interestaduais por estabelecimento fabric./imp. de veículos/caminhões/chassi,,112
RS051632,,,,,SIM,,,,,SIM,,,,SIM,,1102016, ,"LIVRO I,AR.23,XXXIII-PNEUMATICOS,CAMARAS DE AR BOR",REDUÇÃO DE BASE DE CÁLCULO - Saídas interestaduais por fabric./imp. de pneumáticos novos de borracha/câmaras-de-ar,,114
RS051634,,,,,SIM,,,,,SIM,,,,SIM,,1102016,31122026,"LIVRO I,23,XXXV-PEDRA BRITADA E DE MAO","REDUÇÃO DE BASE DE CÁLCULO - Saídas internas de pedra britada e de mão classificadas no código 2517.10.00, da NBM/SH-NCM",,120
RS051639,,,,,SIM,,,,,SIM,,,,SIM,,1102016, ,"LIVRO I,  23, XL-CARNE AVES,LEPOR-DEOS E GADO","REDUÇÃO DE BASE DE CÁLCULO - Saídas interest.de carne/prod.comest.de aves,leporídeos,gado bov.,bufal.,capr.,ovino,suíno",,119
RS051640,,,,,SIM,,,,,SIM,,,,SIM,,1102016,1102016,"LIVRO I,  23, XLI -TERMINAIS PORTÁTEIS TELEFONIA CELU",REDUÇÃO DE BASE DE CÁLCULO - Revogada,,37
RS051642,,,,,SIM,,,,,SIM,,,,SIM,,1102016,30042018,"LIVRO I,23, XLIII E LVII.MERC.BENS REPETRO",REDUÇÃO DE BASE DE CÁLCULO - Revogada,,37
RS051642,,,,,SIM,,,,,SIM,,,,SIM,,1052018,9042020,"LIVRO I,23, LVII.MERC.BENS REPETRO",REDUÇÃO DE BASE DE CÁLCULO - Código encerrado,,45
RS051643,,,,,SIM,,,,,SIM,,,,SIM,,1102016,31122020,"LIVRO I,23,XLIV.TRIGO EM GRAO P/ OUF",REDUÇÃO DE BASE DE CÁLCULO - Código encerrado,,45
RS051644,,,,,SIM,,,,,SIM,,,,SIM,,1102016, ,"LIVRO I,  23, XLV - FEIJAO","REDUÇÃO DE BASE DE CÁLCULO - Saídas interestaduais de feijão, quando a alíquota aplicável for 12%",,97
RS051645,,,,,SIM,,,,,SIM,,,,SIM,,1102016, ,"LIVRO I, 23,XLVI,SACOLAS PLAST.P/ACOND.MERC.","REDUÇÃO DE BASE DE CÁLCULO - Saídas internas por fabricante de sacolas plásticas a mercados,padarias,açougues e armazéns",,120
RS051646,,,,,SIM,,,,,SIM,,,,SIM,,1102016, ,"LIVRO I,  23, XLVII.MERCADORIAS PARA UMS",REDUÇÃO DE BASE DE CÁLCULO - Operações internas/interest.de merc. adquiridas pela Adm.Pública às Unid.Mod.de Saúde(UMS),,119
RS051647,,,,,SIM,,,,,SIM,,,,SIM,,1102016, ,"LIVRO I,  23, XLIX.MAQ./APAR.IMP.APEND.XXXVI","REDUÇÃO DE BASE DE CÁLCULO - Saídas de máq./apar. Importados, rol no Ap.XXXVI,  por fabricante. Exige Termo de Acordo.",,118
RS051648,,,,,SIM,,,,,SIM,,,,SIM,,1102016, ,"LIVRO I,  23, L.MAQ.APR.APEND.XXXVII","REDUÇÃO DE BASE DE CÁLCULO - Saídas de máquinas e aparelhos relacionados no Apêndice XXXVII, produzidos neste Estado",,116
RS051650,,,,,SIM,,,,,SIM,,,,SIM,,1102016, ,"LIVRO I,23,LIII.SAIDAS INTERNAS DE UREIA.",REDUÇÃO DE BASE DE CÁLCULO - Saídas internas de ureia classificada no código 3102.10.10 da NBM/SH-NCM,,101
RS051651,,,,,SIM,,,,,SIM,,,,SIM,,1102016,31122020,"LIVRO I,23,LIV. CAMINHOES-GUINDASTES",REDUÇÃO DE BASE DE CÁLCULO - Código encerrado,,45
RS051652,,,,,SIM,,,,,SIM,,,,SIM,,1102016,31122020,"LIVRO I,23,LV. CAM.-GUIND/GUIND. IMPORTADOS",REDUÇÃO DE BASE DE CÁLCULO - Código encerrado,,45
RS051653,,,,,SIM,,,,,SIM,,,,SIM,,1102016,1102016,"LIVRO I,23,LVI -MERC.AP.XXXVIII.A.P.TERMOEL.CV.",REDUÇÃO DE BASE DE CÁLCULO - Código encerrado,,45
RS051654,,,,,SIM,,,,,SIM,,,,SIM,,1102016,30042025,"LIVRO I,23,LVIII.SUINOS VIVOS",REDUÇÃO DE BASE DE CÁLCULO - Saídas interestaduais de suínos vivos realizadas por produtor rural,,96
RS051655,,,,,SIM,,,,,SIM,,,,SIM,,1102016, ,"LIVRO I,23,LIX.MERC.EST.COOP.Q.NAO OPTA SN",REDUÇÃO DE BASE DE CÁLCULO - Saídas internas de mercadorias promovidas por estabelecimento de cooperativa,,105
RS051656,,,,,SIM,,,,,SIM,,,,SIM,,1102016,30042024,"LIVRO I,23,LX.ERVA MATE",REDUÇÃO DE BASE DE CÁLCULO - Substituído pelo cód.692 a partir de 01/06/2024.,,77
RS051657,,,,,SIM,,,,,SIM,,,,SIM,,1102016,1102016,"LIVRO I,23,LXI. PROD.FERRO E AÇO APÊNDICE XLI RICMS",REDUÇÃO DE BASE DE CÁLCULO - Código encerrado,,45
RS051658,,,,,SIM,,,,,SIM,,,,SIM,,1102016,30042024,"LIVRO I,23,LXII,EMBALAGENS PARA ERVA-MATE",REDUÇÃO DE BASE DE CÁLCULO - Substituído pelo cód.693 a partir de 01/06/2024.,,77
RS051660,,,,,SIM,,,,,SIM,,,,SIM,,1102016, ,"LIVRO I, 23,LXIV.PROD.TEX. VESTUARIOS","REDUÇÃO DE BASE DE CÁLCULO - Saídas internas de prod.têxteis,art.do vestuário,botões de plásticos,de fabricação própria",,119
RS051662,,,,,SIM,,,,,SIM,,,,SIM,,1102016,30092026,"LIVRO I,23,LXVI.COSM.PERF.HIG.PES.TOUC.","REDUÇÃO DE BASE DE CÁLCULO - Saídas internas de cosméticos,perfum.,art.de higiene,rol no Ap.II, S.III,XXII,por indústria",,120
RS051663,,,,,SIM,,,,,SIM,SIM,,SIM,SIM,,1102016,30042027,"LIVRO I,23,LXVII.QUEROSENE DE AVIACAO",REDUÇÃO DE BASE DE CÁLCULO - Saídas internas de querosene de aviação à prest.de serv.aerov.passag.em mun.do interior/RS,,119
RS051664,,,,,SIM,,,,,SIM,,,,SIM,,1102016,31122026,"LIVRO I,23,LXVIII.VEIC.MILITARES P/ EX.BR.","REDUÇÃO DE BASE DE CÁLCULO - Operações com veículos/aparelhos p/uso militar,por fabricante, ao Ministério da Defesa BR",,118
RS051665,,,,,SIM,,,,,SIM,,,,SIM,,1102016, ,"LIVRO I,23,LXIX.CARNE E PROD.TEMP.AVES E SUIN.","REDUÇÃO DE BASE DE CÁLCULO - Saídas internas de carne e produtos comestíveis temperados, do abate de aves e de suínos",,117
RS051666,,,,,SIM,,,,,SIM,,,,SIM,,1102016, ,"LIVRO I,23,LXX.MARM.TRAVERTINOS E GRANITOS","REDUÇÃO DE BASE DE CÁLCULO - Saídas internas de estab. comercial a estab. industrial, de mármores,travertinos e granitos",,120
RS051667,,,,,SIM,,,,,SIM,,,,SIM,,1102016, ,"LIVRO I,23,LXXI.MAT.P/OCULOS","REDUÇÃO DE BASE DE CÁLCULO - Saídas internas de lentes e armações p/óculos, óculos de sol, por atacado",,102
RS051668,,,,,SIM,,,,,SIM,,,,SIM,,1102016,1102016,"LIVRO I,23,LXXII. POST.CONC.,TR.PORT.DE FE/AC",REDUÇÃO DE BASE DE CÁLCULO - Revogada,,37
RS051669,,,,,SIM,,,,,SIM,,,,SIM,,1102016, ,"LIVRO I, 23,LXXIII.PA CARR.ROD.,ESC.HD.RET.CA","REDUÇÃO DE BASE DE CÁLCULO - Saídas internas/interes. a consumidor final,de pá carreg.,escavad.hidr.,retroesc.e dumpers",,119
RS051670,,,,,SIM,,,,,SIM,,,,SIM,,1102016, ,"LIVRO I,23,LXXIV.EMBARCACAO DE REC./ESPORTE","REDUÇÃO DE BASE DE CÁLCULO - Saídas de embarcações de recreação ou de esporte, na posição 8903 da NBM/SH-NCM",,108
RS051671,,,,,SIM,,,,,SIM,,,,SIM,,1102016, ,"LIVRO I,23,LXXV.VEIC.AUT.P/10 PESSOAS OU +","REDUÇÃO DE BASE DE CÁLCULO - Saídas de veículos automóveis para transporte de 10 pessoas ou mais, incluindo o motorista",,119
RS051672,,,,,SIM,,,,,SIM,,,,SIM,,1102016,31122020,"LIVRO I,23,LXXVI. ARROZ BENEFICIADO",REDUÇÃO DE BASE DE CÁLCULO -Suspensa,,36
RS051673,,,,,SIM,,,,,SIM,,,,SIM,,1102016,1102016,"LIVRO I,23,LXXVII. VEIC.COMB.INC.VEIC.ELET.",REDUÇÃO DE BASE DE CÁLCULO - Revogada,,37
RS051674,,,,,SIM,,,,,SIM,,,,SIM,,1102016,1102016,"LIVRO I,23,LXXVIII. MÓVEIS P/ADM. PUB.",REDUÇÃO DE BASE DE CÁLCULO - Revogada,,37
RS051676,,,,,SIM,,,,,SIM,,,,SIM,,1102016, ,"LIVRO I,23, LXXX.LUVAS E BOTAS P/ EPI",REDUÇÃO DE BASE DE CÁLCULO - Saídas internas de luvas e botas para uso como EPI pelo adquirente,,95
RS051677,,,,,SIM,,,,,SIM,,,,SIM,,1102016,30092022,"LIVRO I,23,LXXXI.SOF.,PROG,JOGOS,APP,CONG.PAD.",REDUÇÃO DE BASE DE CÁLCULO - Revogada,,37
RS051678,,,,,SIM,,,,,SIM,SIM,,SIM,SIM,,1022019, ,"LIVRO I,23, LXXXII. REPETRO-SPED",REDUÇÃO DE BASE DE CÁLCULO - Saídas por venda de bens/mercadorias permanentes p/explor./prod.de petróleo e gás natural,,118
RS051679,,,,,SIM,,,,,SIM,,,,SIM,,1012020, ,"LIVRO I,23, LXXXIII. FABRICANTES DE TRAFO E REATORES ACIMA DE 230kV.",REDUÇÃO DE BASE DE CÁLCULO - Saídas internas de transformadores e reatores(8504.23.00/8504.50 da NCM) p/prest.pública,,117
RS051680,,,,,SIM,,,,,SIM,,,,SIM,,1042020,31122028,"L.I,ART.23,LXXXIV.MAQ.APAR.P/TERM.PORTUARIOS",REDUÇÃO DE BASE DE CÁLCULO - Operações internas com máq./equip. a contrib. p/constr./ampl.dos Terminais Portuários do RS,,120
RS051681,,,,,SIM,,,,,SIM,,,,SIM,,1012021,,"L.I,ART.23,LXXXV CARROCERIAS E SEMIRREBOQUES",REDUÇÃO DE BASE DE CÁLCULO - Operações de estabelecimento industrial com carrocerias (inc. cabinas) e semirreboques,,115
RS051682,,,,,SIM,,,,,SIM,,,,SIM,,1012021,,"L.I,ART.23,LXXXVI ALHO PRODUTOR RURAL ",REDUÇÃO DE BASE DE CÁLCULO - Saídas de alho promovidas por produtor rural ou cooperativa de produtores rurais,,109
RS051683,,,,,SIM,,,,,SIM,,,,SIM,,1012021,31122026,"L.I,ART.23,LXXXVII SAIDA INTEREST. ARROZ BENEF",REDUÇÃO DE BASE DE CÁLCULO - Saídas interestaduais de arroz beneficiado de produção própria,,91
RS051684,,,,,SIM,,,,,SIM,,,,SIM,,1072021,31122025,"L.I,ART.23,LXXXVIII VEÍCULOS DE COMBATE A INCÊNDIO",REDUÇÃO DE BASE DE CÁLCULO - Operações com veículos classificados no cód. 8705.30.00 da NBM/SH-NCM.,,99
RS051685,,,,,SIM,,,,,SIM,,,,SIM,,1012022,31122027,"L.I,ART.23,LXXXIX.FERTILIZANTES","REDUÇÃO DE BASE DE CÁLCULO - Saídas dos fertilizantes elencados nas alíneas ""a"" e ""b"" do inciso LXXXIX do art.23",,112
RS051686,,,,,SIM,,,,,SIM,,,,SIM,,1012022,31122026,"L.I,ART.23,XC.AREIA, LAVADA OU NÃO",REDUÇÃO DE BASE DE CÁLCULO - Saídas internas de areia,,53
RS051687,,,,,SIM,,,,,SIM,,,,SIM,,1012022,,"L.I,ART.23,XCI.TELHA DE FIBROCIM.,TIJOLO REFRAT., TUBOS/MANILHAS DE CONCRETO","REDUÇÃO DE BASE DE CÁLCULO - Saídas internas, nos NBM/SH-NCMs 6811, 6902.20.10 e 6810.91.00",,91
RS051688,,,,,SIM,,,,,SIM,,,,SIM,,1012022,,"L.I,ART.23,XCII.BLOCO DE CONCRETO INTERTRAVADO",REDUÇÃO DE BASE DE CÁLCULO - Operações com blocos de concreto intertravados cód. 6810.19.00 da NBM/SH-NCM,,105
RS051689,,,,,SIM,,,,,SIM,,,,SIM,,1042023,30042026,"L.I,ART.23,XCIII.BATATA PREPARADA E CONGELADA",REDUÇÃO DE BASE DE CÁLCULO - Saídas de batatas preparadas e congeladas de produção própria de NCM 2004.10.00,,108
RS051690,,,,,SIM,,,,,SIM,SIM,,SIM,SIM,,1012024,30042027,"L.I,ART.23,XCIV.QUEROSENE DE AVIAÇÃO",REDUÇÃO DE BASE DE CÁLCULO - Saídas internas de querosene de aviação à companhia aérea que opere HUB no Estado,,110
RS051691,,,,,SIM,,,,,SIM,,,,SIM,,1062024,,"L.I,ART.23,XXX.EMBALAGENS PARA MERCADORIAS QUE COMPÕEM A CESTA BASICA DO RS","REDUÇÃO DE BASE DE CÁLCULO - Saídas internas de embalagens p/merc.da cesta básica e p/merc.benef.com RBC art.23, LXIX.",,118
RS051692,,,,,SIM,,,,,SIM,,,,SIM,,1062024,,"L.I,ART.23,LX.ERVA-MATE","REDUÇÃO DE BASE DE CÁLCULO - Saídas internas de erva-mate, mesmo as com açúcar, espécies vegetais ou aromas naturais",,116
RS051693,,,,,SIM,,,,,SIM,,,,SIM,,1062024,,"L.I,ART.23,LXII.EMBALAGENS PARA ERVA-MATE","REDUÇÃO DE BASE DE CÁLCULO - Saídas internas de de embalagens, produzidas no RS, para erva-mate",,95
RS051694,,,,,SIM,,,,,SIM,,,,SIM,,1012025,,"L.I.ART.23,XCVI.AZEITE DE OLIVA",REDUÇÃO DE BASE DE CÁLCULO - Saídas interestaduais promovidas por fabricante de azeite de oliva.,,96
RS051695,,,,,SIM,,,,,SIM,,,,SIM,,1012025,31122026,"L.I.ART.23,XCVII.GLÚTEN DE TRIGO","REDUÇÃO DE BASE DE CÁLCULO - Saídas de produção própria, por fabricante, de glúten de trigo NCM 1109.00.00.",,
RS051696,,,,,SIM,,,,,SIM,,,,SIM,,1032025,,"L.I.ART.23,XCVIII.CERVEJA E CHOPE","REDUÇÃO DE BASE DE CÁLCULO - Saídas internas de produção própria, por microcervejarias, de cerveja e chope.",,
RS051697,,,,,SIM,,,,,SIM,,,,SIM,,6052025,31122026,"L.I,ART.23,LVIII.SUINOS VIVOS",REDUÇÃO DE BASE DE CÁLCULO - Saídas interestaduais de suínos vivos sujeitas à alíquota de 12%,,
RS051698,,,,,SIM,,,,,SIM,,,,SIM,,1072025,30042027,"L.I,ART.23,XCIX.SAíDA INTERNA QAV",REDUÇÃO DE BASE DE CÁLCULO - Saídas internas de QAV destinada à Cia. Aérea com Termo de Acordo,,
RS051800,,,,,SIM,,,,,,,,,SIM,,1102016,31122026,"LIVRO I,24,I -TRANSP INTERMUNICIPAL DE PASSAGEIROS","REDUÇÃO DE BASE DE CÁLCULO - Prestações de serviço de transporte intermunicipal de pessoas, exceto o aéreo",,106
RS051801,,,,,SIM,,,,,,,,,SIM,,1102016,30062022,"LIVRO I,24,II -TELEVISAO POR ASSINATURA",REDUÇÃO DE BASE DE CÁLCULO - Suspensa,,37
RS051803,,,,,SIM,,,,,,,,,SIM,,1102016,30042017,"LIVRO I,24,IV -ACESSO ONEROSO À INTERNET",REDUÇÃO DE BASE DE CÁLCULO - Código encerrado,,45
RS051804,,,,,SIM,,,,,,,,,SIM,,1102016,31122018,"LIVRO I,24,V -TELEFONIA FIXA A EMP DE CALL",REDUÇÃO DE BASE DE CÁLCULO - Código encerrado,,45
RS051805,,,,,SIM,,,,,,,,,SIM,,1102016,,"LIVRO I,24,VI-MONITORAMENTO E RASTR.DE VEIC/CARGA","REDUÇÃO DE BASE DE CÁLCULO - Prestações de serviço de comunicação onerosas, para monit./rastreamento de veículo e carga",,119
RS051806,,,,,SIM,,,,,,,,,SIM,,15022019, ,"LIVRO I,24, VII.TRANSP.INTER.DE PASSAG.",REDUÇÃO DE BASE DE CÁLCULO - Prestações de serviço de transp.intermunicipal de passag. no transp.urbano ou metropolitano,,120
RS051807,,,,,SIM,,,,,,,,,SIM,,30042021,30042024,"LIVRO I,24,VIII.TRANSP.INTERMUN.PESSOAS PANDEMIA",REDUÇÃO DE BASE DE CÁLCULO - Prestações de serviço de transp.intermunicipal de pessoas durante calamidade pública(COVID),,120
RS051808,,,,,SIM,,,,,,,,,SIM,,1012023,,"LIVRO I,24,IX.PROGRAMA DE FOMENTO SERVIÇO DE COMUNICAÇÃO MULTIMÍDIA",REDUÇÃO DE BASE DE CÁLCULO - Prestações de serviço de telecomunic. a consumidor final no RS por empresa participante,,116
RS051901,,,,,SIM,SIM,SIM,SIM,,,,,,SIM,,24082020, ,"LIVRO II, ART. 12 - DECISÕES JUDICIAIS",OUTRAS - Saídas desoneradas por decisões judiciais,,50
RS051902,,,,,,,,SIM,,,,,,,,1092020,,"LIVRO I,ART.38-A,§4º,E - RDA GORJETA","OUTRAS -  Regime diferenciado de apuração para bares e restaurantes, gorjeta limitada a 10% do valor da conta",,109
RS051904,,,,,,,,SIM,,,,,,,,20052021,,"L.I,ART.19,IV – DEMANDA CONTRATADA NÃO UTILIZADA","OUTRAS -  Demanda de potência não utilizada pelo consumidor, no fornecimento de energia elétrica por demanda contratada",,119
RS052001,,,,,,,,,,SIM,,,,,,1102016, ,"LIVRO I,53,I -ESTABELEC PERTENCENTE A MESMA PESSOA",DIFERIMENTO - Operações internas de remessa de mercadoria entre estabelecimentos da mesma empresa,,97
RS052002,,,,,,,,,,SIM,,,,,,1102016, ,"AP II,S.I,I -REMESSA P/FINS INDUSTRIALIZACAO,ETC","DIFERIMENTO - Remessa p/industrialização/demonstração/conserto de máquinas e aparelhos, com posterior devolução à origem",,120
RS052003,,,,,,,,,,SIM,,,,,,1102016, ,"AP II,S.I,II -DEVOLUCAO DE MERCADORIAS",DIFERIMENTO - Devolução de máquinas e aparelhos remetidos p/industrialização/demonstração/conserto,,98
RS052004,,,,,,,,,,SIM,,,,,,1102016, ,"AP II,S.I,III -PRODUTOR","DIFERIMENTO - Saída de mercadoria de produção própria, por produtor a produtor ou indústria, comércio ou cooperativa",,116
RS052005,,,,,,,,,,SIM,,,,,,1102016, ,"AP II,S.I,IV -SAIDA DE PRODUTOR P/ORGAO OFICIAL","DIFERIMENTO - Saída de mercadoria de produção própria, por produtor/cooperativa a órgão oficial",,95
RS052006,,,,,,,,,,SIM,,,,,,1102016, ,"AP II,S.I,V -COOPERATIVA",DIFERIMENTO - Saída de mercadoria de cooperativa a outra cooperativa de que a cooperativa remetente faça parte,,110
RS052007,,,,,,,,,,SIM,,,,,,1102016, ,"AP II,S.I,VI -AGUA","DIFERIMENTO - Saída de águas, exceto a potável e de vapor d'água, para estabelecimento industrial",,97
RS052008,,,,,,,,,,SIM,SIM,,SIM,,,1102016, ,"AP II,S.I,VII -ALCOOL COMBUSTIVEL","DIFERIMENTO - Saída de álcool combustível e biodiesel, do estabelecimento industrial para estabelecimento distribuidor",,118
RS052009,,,,,,,,,,SIM,,,,,,1102016, ,"AP II,S.I,VIII -ARROZ,CANJICAO,CANJICA E QUIRERA","DIFERIMENTO - Saída de arroz, em casca ou beneficiado, canjicão, canjica e quirera, exceto a estab. de microempresa",,115
RS052010,,,,,,,,,,SIM,SIM,,SIM,,,1102016, ,"AP II,S.I,IX -CARVAO MINERAL","DIFERIMENTO - Saída de carvão min./calcário,por estab.extrator;de óleo combustível,a geradora/supridora de energ.elét.",,118
RS052011,,,,,,,,,,SIM,,,,,,1102016, ,"AP II,S.I,X -CARVAO VEGETAL",DIFERIMENTO - Saída de carvão vegetal,,37
RS052012,,,,,,,,,,SIM,,,,,,1102016, ,"AP II,S.I,XI -CEVADA EM GRAO",DIFERIMENTO - Saída de cevada em grão,,37
RS052013,,,,,,,,,,SIM,,,,,,1102016, ,"AP II,S.I,XII -CINZAS DE CARVAO MINERAL","DIFERIMENTO - Saída de cinzas de carvão mineral, para estabelecimentos fabricantes de cimento",,93
RS052014,,,,,,,,,,SIM,,,,,,1102016, ,"AP II,S.I,XIII -COUROS E PELES","DIFERIMENTO - Saída de couros e peles, em estado natural, secos, salgados ou salmourados",,88
RS052015,,,,,,,,,,SIM,,,,,,1102016, ,"AP II,S.I,XIV -ERVA-MATE EM FOLHA OU CANCHEADA",DIFERIMENTO - Saída de erva-mate em folha ou cancheada,,54
RS052016,,,,,,,,,,SIM,,,,,,1102016, ,"AP II,S.I,XV -ENERGIA ELETRICA",DIFERIMENTO - Saída de energia elétrica do gerador ao distribuidor; ao estab.rural; ao estab.industrial em área indust.,,119
RS052017,,,,,,,,,,SIM,,,,,,1102016, ,"AP II,S.I,XVI -EQUINO",DIFERIMENTO - Saída de eqüino que tenha controle genealógico oficial e idade de até 3 anos,,90
RS052018,,,,,,,,,,SIM,,,,,,1102016, ,"AP II,S.I,XVII -FARELO E TORTA DE GIRASSOL",DIFERIMENTO - Saída de farelo e torta de girassol,,49
RS052019,,,,,,,,,,SIM,,,,,,1102016, ,"AP II,S.I,XVIII -FERRO VELHO,SUCATAS,RESIDUOS,ETC.","DIFERIMENTO - Saída de ferro velho,sucata,resíduos destinados à produção industrial ou à comercialização",,104
RS052020,,,,,,,,,,SIM,,,,,,1102016, ,"AP II,S.I,XIX -FOSFATO BI-CALCIO",DIFERIMENTO - Saída de fosfato bi-cálcio destinado à alimentação animal,,71
RS052021,,,,,,,,,,SIM,,,,,,1102016, ,"AP II,S.I,XX -HORTIFRUTIGRANJEIROS",DIFERIMENTO - Saída de frutas frescas nacionais ou oriundas de países membros da ALADI e de verduras e hortaliças,,113
RS052022,,,,,,,,,,SIM,,,,,,1102016, ,"AP II,S.I,XXI -FUMO EM FOLHA CRU",DIFERIMENTO - Saída de fumo em folha cru,,40
RS052023,,,,,,,,,,SIM,,,,,,1102016, ,"AP II,S.I,XXII -PROGRAMA AGREGAR CARNES","DIFERIMENTO - Saída de gado vacum,ovino e bufalino,por atac., ao abatedor; remet./dest. devem participar do AGREGAR-RS ",,119
RS052024,,,,,,,,,,SIM,,,,,,1102016, ,"AP II,S.I,XXIII -OBRAS DE ARTE","DIFERIMENTO - Saída, de galerias de arte e estabelecimentos similares, de obras de arte para demonstrações ou exposições",,120
RS052025,,,,,,,,,,SIM,,,,,,1102016, ,"AP II,S.I,XXIV -GRAO DE GIRASSOL",DIFERIMENTO - Saída de grão de girassol,,39
RS052026,,,,,,,,,,SIM,,,,,,1102016, ,"AP II,S.I,XXV -LAS,PELOS E CABELOS,ORIGEM ANIMAL","DIFERIMENTO - Saída de lãs, pêlos e cabelos, de origem animal",,61
RS052027,,,,,,,,,,SIM,,,,,,1102016, ,"AP II,S.I,XXVII -LEITOES","DIFERIMENTO - Saída de leitões de até 70 dias com até 25 kg, destinados à engorda",,81
RS052028,,,,,,,,,,SIM,,,,,,1102016, ,"AP II,S.I,XXVIII -OVOS FRESCOS","DIFERIMENTO - Saída de ovos frescos;ovos integrais past., por estab.industrial para fins de industrialização;embalagens",,119
RS052029,,,,,,,,,,SIM,,,,,,1102016, ,"AP II,S.I,XXIX -PEIXES",DIFERIMENTO - Saída de peixes como matéria-prima em processos industriais de cozimento ou enlatamento,,101
RS052030,,,,,,,,,,SIM,,,,,,1102016, ,"AP II,S.I,XXX -SEBO,CHIFRE E CASCO","DIFERIMENTO - Saída de sebo, chifre e casco",,43
RS052031,,,,,,,,,,SIM,,,,,,1102016, ,"AP II,S.I,XXXI -SOJA EM GRAO",DIFERIMENTO - Saída de soja em grão,,35
RS052032,,,,,,,,,,SIM,,,,,,1102016, ,"AP II,S.I,XXXII -SUINOS VIVOS","DIFERIMENTO - Saída de suínos vivos, com destino a estabelecimento abatedor",,75
RS052033,,,,,,,,,,SIM,,,,,,1102016, ,"AP II,S.I,XXXIII -TRIGO E TRITICALE, EM GRAO","DIFERIMENTO - Saída de trigo e de triticale, em grão, com destino à indústria moageira de trigo",,95
RS052034,,,,,,,,,,SIM,,,,,,1102016,1102016,"AP II,S.I,XXXIV -INSUMOS IND INFORMATICA/AUTOMACAO",DIFERIMENTO - Código encerrado,,30
RS052035,,,,,,,,,,SIM,,,,,,1102016, ,"AP II,S.I,XXXV -MAT-PRIMAS P/TRATORES IMPLEM AGRIC","DIFERIMENTO - Saída de matérias-primas para implementos agrícolas a estabelecimento industrial, localizado no Estado",,116
RS052036,,,,,,,,,,SIM,,,,,,1102016, ,"AP II,S.I,XXXVIII -TRATORES E IMPLEMENTOS AGRICOL",DIFERIMENTO - Saída dos produtos tratores e implementos agrícolas para uso exclusivo na produção agropecuária,,109
RS052037,,,,,,,,,,SIM,,,,,,1102016, ,"AP II,S.I,XXXIX -PRODUTOR - ATIVO PERMANENTE","DIFERIMENTO - Saída de transformadores,pirômetros,quadros de comando,a produtor, para ativo permanente do seu estab.",,116
RS052038,,,,,,,,,,SIM,,,,,,1102016, ,"AP II,S.I,XL -PECAS,PES E COMPONENTES P/VEICULO","DIFERIMENTO - Saída de peças,partes e compon.a estab.industrial,desde remet./dest. estejam instalados em área industrial",,120
RS052039,,,,,,,,,,SIM,,,,,,1102016, ,"AP II,S.I,XLI -VEICULOS,PECAS,PES E COMP,IMPORT","DIFERIMENTO - Saída, por importador, de veículos relacionados no item X da Seção III deste Apêndice a estab.industrial ",,119
